card_id,rationale_id,domain,decision_point,type,prompt,answer,choices,source_ids
OBT-003-Q1,OBT-003,Obturation,"When are carrier-based obturation systems useful, and what risks do they add?",short_answer,What is the main obturation-specific risk created by carrier-based systems?,"Apically directed hydraulic pressure can drive sealer or gutta-percha beyond the canal if working length, sealer amount, insertion speed, and apical resistance are not controlled.",,S26; S37; S40; S41
OBT-003-Q2,OBT-003,Obturation,"When are carrier-based obturation systems useful, and what risks do they add?",multiple_choice,Which carrier-based obturation habit best matches AAE safety guidance?,Verify working length and insert slowly with minimal sealer,Use extra sealer to lubricate the carrier; Insert the carrier quickly to avoid cooling; Verify working length and insert slowly with minimal sealer; Ignore open apex risk because the carrier is solid,S26; S37; S40; S41
OBT-004-Q1,OBT-004,Obturation,How should calcium silicate sealer retreatability affect obturation planning?,short_answer,What is the board-safe way to phrase retreatability of calcium silicate sealer-based obturation?,"It is not impossible to retreat, but it can be more challenging and less predictable; plan with cone fit, minimal sealer excess, apical control, documentation, and referral when needed.",,S37; S58; S59; S76; S77; S78; S81
OBT-004-Q2,OBT-004,Obturation,How should calcium silicate sealer retreatability affect obturation planning?,multiple_choice,Which statement best matches current evidence on calcium silicate sealer retreatability?,"Retreatment usually depends on mechanical access/removal with adjuncts, and evidence is mostly laboratory-based","A known solvent predictably dissolves set calcium silicate sealer clinically; Complete removal is guaranteed if chloroform is used; Retreatment usually depends on mechanical access/removal with adjuncts, and evidence is mostly laboratory-based; These sealers should never be used because retreatment is impossible",S37; S58; S59; S76; S77; S78; S81
OBT-005-Q1,OBT-005,Obturation,How should post-space preparation be planned after single-cone or carrier-based obturation?,short_answer,What are the two main things post-space preparation must preserve after obturation?,The remaining apical root filling/seal and radicular dentin; the post should retain the core without sacrificing the seal or weakening/perforating the root.,,S37; S52; S54; S56; S76; S80
OBT-005-Q2,OBT-005,Obturation,How should post-space preparation be planned after single-cone or carrier-based obturation?,multiple_choice,Which post-space plan is most defensible?,Prepare a safe canal only when a post is needed for core retention and verify the apical fill remains intact,Place a post in every root-filled tooth to strengthen it; Remove apical filling until the post is as long as possible; Prepare a safe canal only when a post is needed for core retention and verify the apical fill remains intact; Delay all post-space preparation because delayed preparation is always clinically superior,S37; S52; S54; S56; S76; S80
OBT-006-Q1,OBT-006,Obturation,How should heat compatibility be handled with calcium silicate sealers?,short_answer,What is the safest board-level rule before using a calcium silicate sealer with a warm obturation technique?,Confirm that the specific sealer and technique are heat-compatible according to product instructions and evidence; do not assume all bioceramic sealers tolerate heat alike.,,S37; S76; S79; S81
OBT-006-Q2,OBT-006,Obturation,How should heat compatibility be handled with calcium silicate sealers?,multiple_choice,Which heat-related change has been reported for calcium silicate-based sealers?,Heat can accelerate setting and reduce flow depending on the product,Heat always improves clinical healing; Heat can accelerate setting and reduce flow depending on the product; Heat makes all calcium silicate sealers easier to retreat; Heat has no measurable effect on sealer properties,S37; S76; S79; S81
REST-001-Q1,REST-001,Post-Endodontic Restoration,How should restorability and ferrule be judged before endodontic treatment?,short_answer,What is the ferrule effect in a crowned endodontically treated tooth?,A band of sound coronal dentin engaged by the restoration helps distribute functional forces through tooth structure and reduces stress concentration at the post/core or root.,,S51; S52; S53; S54
REST-001-Q2,REST-001,Post-Endodontic Restoration,How should restorability and ferrule be judged before endodontic treatment?,multiple_choice,Which finding most strongly argues against starting routine RCT before further restorative/prognosis assessment?,No remaining supragingival tooth structure and deep root dentin caries,A restorable tooth with intact margins; No remaining supragingival tooth structure and deep root dentin caries; A tooth with a narrow pulp chamber; A posterior tooth needing cuspal coverage,S51; S52; S53; S54
REST-002-Q1,REST-002,Post-Endodontic Restoration,When is a post indicated after root canal treatment?,short_answer,What is the primary indication for placing a post in an endodontically treated tooth?,To retain a core when remaining coronal tooth structure and chamber/core retention are insufficient for the planned final restoration.,,S52; S54; S56
REST-002-Q2,REST-002,Post-Endodontic Restoration,When is a post indicated after root canal treatment?,multiple_choice,Which statement best describes posts in root-filled teeth?,They retain a core when coronal retention is inadequate,They are required after every root canal; They strengthen the root by replacing dentin; They retain a core when coronal retention is inadequate; They eliminate the need for ferrule,S52; S54; S56
REST-003-Q1,REST-003,Post-Endodontic Restoration,When should cuspal coverage and definitive restoration follow endodontic treatment?,short_answer,Why is the final coronal restoration considered part of endodontic prognosis?,It prevents coronal leakage into the disinfected canal system and protects the remaining tooth structure from functional fracture.,,S53; S54; S55; S57
REST-003-Q2,REST-003,Post-Endodontic Restoration,When should cuspal coverage and definitive restoration follow endodontic treatment?,multiple_choice,Which root-filled tooth most strongly points toward cuspal coverage?,Posterior molar with large MOD loss and undermined cusps,Anterior tooth with a small palatal access and intact proximal walls; Posterior molar with large MOD loss and undermined cusps; Premolar with intact marginal ridges and conservative access only; Tooth with no antagonist and intact cusps,S53; S54; S55; S57
RETX-001-Q1,RETX-001,Retreatment And Surgery,How should persistent disease after root canal treatment be triaged?,short_answer,"What questions should be answered before choosing retreatment, apical surgery, or extraction for a previously treated tooth?","Confirm the diagnosis, then assess restorability, periodontal support, coronal seal/restoration, prior treatment quality, likely etiology, strategic value, patient factors, and whether orthograde or surgical access can predictably address the cause.",,S10; S58; S59; S61
RETX-001-Q2,RETX-001,Retreatment And Surgery,How should persistent disease after root canal treatment be triaged?,multiple_choice,Which finding most strongly shifts a failing root canal case toward extraction rather than retreatment or apical surgery?,Vertical root fracture with isolated deep probing and poor restorability,Missed MB2 canal in a restorable molar; Short obturation with coronal leakage; Vertical root fracture with isolated deep probing and poor restorability; Separated instrument coronal to a persistent lesion in a strategic tooth,S10; S58; S59; S61
RETX-002-Q1,RETX-002,Retreatment And Surgery,When is nonsurgical root canal retreatment preferred?,short_answer,Why is nonsurgical retreatment often preferred when a missed canal or coronal leakage caused post-treatment disease?,"Because the disease driver is likely intraradicular and accessible; orthograde retreatment can reopen the canal system, correct missed anatomy or leakage, disinfect, obturate, and restore the tooth with a new coronal seal.",,S59; S60
RETX-002-Q2,RETX-002,Retreatment And Surgery,When is nonsurgical root canal retreatment preferred?,multiple_choice,Which scenario best supports nonsurgical retreatment?,Restorable molar with untreated MB2 canal and failing coronal restoration,Restorable molar with untreated MB2 canal and failing coronal restoration; Confirmed vertical root fracture; Nonrestorable root caries below bone; Hopeless furcation involvement unrelated to the endodontic lesion,S59; S60
RETX-003-Q1,RETX-003,Retreatment And Surgery,When is apical surgery preferred over nonsurgical retreatment?,short_answer,Why might apical surgery be preferred for a well-restored tooth with a large post and persistent apical periodontitis?,"Removing the post and crown may risk fracture, perforation, loss of ferrule, or loss of a good restoration. If the apical lesion is surgically accessible and the tooth is otherwise maintainable, surgery can address the apical disease more conservatively than dismantling the restoration.",,S10; S59; S61; S62; S89; S91; S92; S93; S94
RETX-003-Q2,RETX-003,Retreatment And Surgery,When is apical surgery preferred over nonsurgical retreatment?,multiple_choice,Which scenario most strongly favors apical surgery over nonsurgical retreatment?,Adequately root-filled anterior tooth with persistent apical lesion and a well-fitting post/crown whose removal risks root damage,Restorable molar with obvious untreated canal and removable restoration; Adequately root-filled anterior tooth with persistent apical lesion and a well-fitting post/crown whose removal risks root damage; Tooth with confirmed vertical root fracture; Root-filled molar with open margins and recurrent caries under the crown,S10; S59; S61; S62; S89; S91; S92; S93; S94
SURG-001-Q1,SURG-001,Surgical Endodontics,How should root-end filling materials be selected during apical surgery?,short_answer,Why is a calcium silicate or bioceramic root-end filling material board-safe in modern apical surgery?,"It is biocompatible, tolerates the moist surgical field, and can seal the retropreparation after root-end resection/inspection; MTA has the longest clinical track record, with newer bioceramics promising but not a universal brand-specific answer.",,S62; S89; S90
SURG-001-Q2,SURG-001,Surgical Endodontics,How should root-end filling materials be selected during apical surgery?,multiple_choice,Which factor should stop confidence in a root-end filling material from driving the treatment plan?,Confirmed vertical root fracture or nonrestorable structure,Controlled hemostasis and visible retropreparation; A restorable tooth with an accessible apical lesion; Confirmed vertical root fracture or nonrestorable structure; Use of a calcium silicate root-end material,S62; S89; S90
SURG-002-Q1,SURG-002,Surgical Endodontics,When should tissue from apical surgery be submitted for biopsy?,short_answer,Why should periradicular tissue removed during apical surgery often be submitted for histopathology?,Radiographs and clinical findings cannot reliably prove the lesion is routine endodontic granuloma or cyst; histopathology can identify non-endodontic or atypical pathology that changes care.,,S91; S92
SURG-002-Q2,SURG-002,Surgical Endodontics,When should tissue from apical surgery be submitted for biopsy?,multiple_choice,Which scenario most strongly supports biopsy submission during apical surgery?,Atypical expanding lesion inconsistent with pulp tests,Small asymptomatic radiolucency with no tissue removed; Atypical expanding lesion inconsistent with pulp tests; Routine access through an intact crown; Normal healing at 6 months,S91; S92
SURG-003-Q1,SURG-003,Surgical Endodontics,How should maxillary sinus and neurovascular risk shape apical surgery planning?,short_answer,Name four anatomic structures or features that should be mapped before posterior apical surgery when conventional radiographs are insufficient.,"Examples include maxillary sinus floor, mental foramen, mandibular canal/inferior alveolar nerve, palatal neurovascular bundle, cortical plate thickness, root inclination, adjacent roots, and the planned osteotomy/access path.",,S8; S89; S93; S94; S112
SURG-003-Q2,SURG-003,Surgical Endodontics,How should maxillary sinus and neurovascular risk shape apical surgery planning?,multiple_choice,Which reason best justifies CBCT before apical surgery?,The scan will clarify sinus or mandibular canal proximity and may change the surgical plan,The clinician wants a routine 3D image for every case; The scan will clarify sinus or mandibular canal proximity and may change the surgical plan; The periapical radiograph already answers the surgical-access question; The patient requests more imaging without a clinical question,S8; S89; S93; S94; S112
SURG-004-Q1,SURG-004,Surgical Endodontics,When should guided endodontic microsurgery be considered?,short_answer,What is the main board-level reason to consider guided endodontic microsurgery?,"To transfer a CBCT/digital plan into a safer, more conservative surgical path when anatomy makes freehand localization or access high risk, while still completing standard microsurgical source-control steps.",,S8; S89; S112; S130; S131; S144
SURG-004-Q2,SURG-004,Surgical Endodontics,When should guided endodontic microsurgery be considered?,multiple_choice,Which case best supports guided endodontic microsurgery?,Restorable posterior tooth with a difficult-to-localize root apex near vital anatomy where CBCT planning will change the surgical path,Restorable posterior tooth with a difficult-to-localize root apex near vital anatomy where CBCT planning will change the surgical path; Nonrestorable tooth with a vertical root fracture; Anterior tooth with straightforward access and no anatomic uncertainty; Any endodontic surgery because digital guides are always superior,S8; S89; S112; S130; S131; S144
SURG-005-Q1,SURG-005,Surgical Endodontics,"How should flap design, hemostasis, and closure be chosen for apical surgery?",short_answer,Why does hemostasis matter during endodontic microsurgery beyond patient comfort?,"It allows inspection of the resected root surface and predictable retropreparation/root-end filling placement; uncontrolled bleeding can hide cracks, isthmuses, and material adaptation problems.",,S89; S109
SURG-005-Q2,SURG-005,Surgical Endodontics,"How should flap design, hemostasis, and closure be chosen for apical surgery?",multiple_choice,Which flap/hemostasis principle is most board-safe?,"Choose access that exposes the target, preserves tissue, controls bleeding, and can be closed passively","Choose access that exposes the target, preserves tissue, controls bleeding, and can be closed passively; Always choose a semilunar flap to avoid sulcular incisions; Leave hemostatic pellets in the crypt to maintain postoperative hemostasis; Select the root-end material first and then decide whether visibility is adequate",S89; S109
SURG-006-Q1,SURG-006,Surgical Endodontics,When do through-and-through lesions or intentional replantation change the surgical plan?,short_answer,Why might a through-and-through apical lesion change the surgical plan?,"Loss of cortical containment can reduce clot stability and allow soft-tissue ingrowth, so selected cases may need membrane/graft planning after endodontic source control and primary closure.",,S58; S89; S110; S111
SURG-006-Q2,SURG-006,Surgical Endodontics,When do through-and-through lesions or intentional replantation change the surgical plan?,multiple_choice,Which claim about regenerative adjuncts in endodontic surgery is most board-safe?,"GTR may be considered for selected uncontained or through-and-through defects after source control, but product-specific superiority is not a universal rule","PRF or a membrane is mandatory for every large apical radiolucency; A graft can compensate for an unsealed or infected root end; GTR may be considered for selected uncontained or through-and-through defects after source control, but product-specific superiority is not a universal rule; Regenerative adjuncts make periodontal prognosis irrelevant",S58; S89; S110; S111
SURG-007-Q1,SURG-007,Surgical Endodontics,How should dynamic navigation and product-specific guided-surgery accuracy be framed?,short_answer,Name four checks before relying on dynamic navigation or a guided surgery workflow for endodontic microsurgery.,"Verify a justified CBCT question, restorability/periodontal prognosis, guide fit or navigation registration/calibration/tracking, operator training and fallback plan, and access for magnification-based root-end inspection and sealing.",,S8; S89; S112; S130; S131; S144; S155; S156
SURG-007-Q2,SURG-007,Surgical Endodontics,How should dynamic navigation and product-specific guided-surgery accuracy be framed?,multiple_choice,Which statement is the best board-safe framing of dynamic navigation in endodontic microsurgery?,"Dynamic navigation may help selected anatomic-risk cases if CBCT indication, registration/tracking, visualization, and fallback are verified","Dynamic navigation guarantees superior periapical healing; The product with the lowest advertised deviation should always be used; Dynamic navigation may help selected anatomic-risk cases if CBCT indication, registration/tracking, visualization, and fallback are verified; Digital navigation eliminates the need for root-end inspection",S8; S89; S112; S130; S131; S144; S155; S156
SURG-008-Q1,SURG-008,Surgical Endodontics,"How should accuracy, magnification, and early healing endpoints be translated into apical-surgery claims?",short_answer,Why can't a small guided-surgery deviation or dynamic-navigation accuracy number be treated as proof of better endodontic surgical healing?,"Accuracy is a surrogate endpoint. It may support safer access in selected anatomy, but healing depends on diagnosis, source control, root-end inspection and seal, restorability, periodontal status, complications, and long-term clinical/radiographic follow-up.",,S8; S62; S89; S110; S112; S144; S145; S155; S156
SURG-008-Q2,SURG-008,Surgical Endodontics,"How should accuracy, magnification, and early healing endpoints be translated into apical-surgery claims?",multiple_choice,Which statement best translates early apical-surgery evidence into a board-safe claim?,Early healing and accurate access are encouraging endpoints but must be linked to longer clinical outcomes before making superiority claims,A one-year healed case never needs further recall; The lowest advertised navigation deviation proves best healing; Early healing and accurate access are encouraging endpoints but must be linked to longer clinical outcomes before making superiority claims; A regenerative adjunct can rescue persistent infection if the defect is large,S8; S62; S89; S110; S112; S144; S145; S155; S156
SURG-009-Q1,SURG-009,Surgical Endodontics,How should modern microsurgery outcome data be used when comparing digital surgical tools?,short_answer,Why can modern microsurgery success rates not be used as proof that dynamic navigation is superior?,"Because most modern microsurgery outcomes reflect a bundled procedure and case selection. Unless dynamic navigation was directly tested with comparable clinical healing, survival, and complication endpoints, the data support the bundle, not navigation superiority.",,S8; S62; S89; S110; S112; S144; S155; S156
SURG-009-Q2,SURG-009,Surgical Endodontics,How should modern microsurgery outcome data be used when comparing digital surgical tools?,multiple_choice,Which claim is most defensible from high-magnification microsurgery outcome evidence?,High magnification supports visualization and precise root-end work within modern microsurgery,High magnification supports visualization and precise root-end work within modern microsurgery; Dynamic navigation always heals better than static guides; PRF is mandatory for every apical surgery; A small laboratory deviation proves better long-term survival,S8; S62; S89; S110; S112; S144; S155; S156
REG-001-Q1,REG-001,Regenerative Endodontics,When is regenerative endodontic treatment preferred over apexification?,short_answer,What is the classic board indication for a regenerative endodontic procedure?,"A restorable immature permanent tooth with necrotic pulp and an open apex, when continued root development is desirable and staged treatment/follow-up are feasible.",,S44; S46; S49
REG-001-Q2,REG-001,Regenerative Endodontics,When is regenerative endodontic treatment preferred over apexification?,multiple_choice,Which factor most strongly argues against regenerative endodontic treatment as the primary plan?,Pulp space is needed for a post/core final restoration,Necrotic immature permanent tooth with open apex; Pulp space is needed for a post/core final restoration; Compliant patient and parent; Restorable tooth that can be isolated,S44; S46; S49
REG-002-Q1,REG-002,Regenerative Endodontics,How should disinfection be modified for regenerative endodontics?,short_answer,Why are lower NaOCl concentrations used in regenerative endodontic protocols than in many conventional RCT protocols?,"They aim to preserve stem-cell survival in apical tissues while still disinfecting through copious, gentle irrigation and adequate contact time.",,S44; S46; S50
REG-002-Q2,REG-002,Regenerative Endodontics,How should disinfection be modified for regenerative endodontics?,multiple_choice,Which medicament approach best matches AAE regenerative considerations?,Calcium hydroxide or low-concentration TAP placed within the canal,High-concentration TAP packed into the crown; Calcium hydroxide or low-concentration TAP placed within the canal; No temporary seal after medicament placement; Routine chlorhexidine-only disinfection because it is substantive,S44; S46; S50
REG-003-Q1,REG-003,Regenerative Endodontics,"How are scaffold, cervical seal, and follow-up judged after regenerative endodontics?",short_answer,"What are the primary, secondary, and tertiary goals of regenerative endodontic procedures in AAE framing?",Primary: elimination of symptoms and bony healing. Secondary: increased root wall thickness and/or root length. Tertiary: positive response to vitality/sensibility testing.,,S44; S46; S47; S48; S82
REG-003-Q2,REG-003,Regenerative Endodontics,"How are scaffold, cervical seal, and follow-up judged after regenerative endodontics?",multiple_choice,Which follow-up finding is the best primary evidence that a regenerative case is succeeding?,No pain/swelling/sinus tract with healing apical radiolucency,Immediate positive cold test at one week; No pain/swelling/sinus tract with healing apical radiolucency; A larger access cavity; A sealer puff beyond the apex,S44; S46; S47; S48; S82
REG-004-Q1,REG-004,Regenerative Endodontics,How should discoloration risk be prevented and managed after regenerative endodontics?,short_answer,Name three protocol choices that reduce discoloration risk during regenerative endodontic treatment.,"Avoid or minimize minocycline-containing TAP, keep medicament below the CEJ, seal chamber dentin when antibiotic paste is used, choose calcium hydroxide or DAP/minocycline alternatives when appropriate, and use lower-staining barrier/restorative materials in esthetic teeth.",,S44; S82; S83
REG-004-Q2,REG-004,Regenerative Endodontics,How should discoloration risk be prevented and managed after regenerative endodontics?,multiple_choice,A healed regenerative case on a maxillary incisor is discolored. What should be confirmed before esthetic bleaching or masking?,Disease control and a stable cervical/coronal seal,Only that the patient wants a lighter shade; Disease control and a stable cervical/coronal seal; That the cold test is positive; That minocycline was used,S44; S82; S83
REG-005-Q1,REG-005,Regenerative Endodontics,How should nonresponse or failure after regenerative endodontics be triaged?,short_answer,What should be reassessed before choosing treatment for a failed regenerative endodontic case?,"Reassess diagnosis, coronal seal/leakage, restorability, fracture or resorption, root development, canal accessibility, apical control/apical seat, symptoms, radiographic healing, patient compliance, and referral need.",,S44; S48; S84; S85
REG-005-Q2,REG-005,Regenerative Endodontics,How should nonresponse or failure after regenerative endodontics be triaged?,multiple_choice,Which finding alone should not be used to diagnose failure of an otherwise healing regenerative case?,Negative cold/EPT response,Persistent sinus tract; Enlarging apical radiolucency; Negative cold/EPT response; Progressive inflammatory root resorption,S44; S48; S84; S85
REG-006-Q1,REG-006,Regenerative Endodontics,When is orthodontic movement considered after regenerative endodontics?,short_answer,What is the conservative timing frame for orthodontic movement after regenerative endodontic or revitalization treatment in a traumatized immature tooth?,"Delay until stable results are documented, with guideline-style recommendations commonly advising at least a 2-year observation/review period, adjusted for the original trauma and healing status.",,S44; S86; S87; S88
REG-006-Q2,REG-006,Regenerative Endodontics,When is orthodontic movement considered after regenerative endodontics?,multiple_choice,Which orthodontic plan best fits a tooth previously treated with REP?,"Interdisciplinary plan with stable healing, light or modified forces, and serial radiographs","Immediate heavy movement once pain is gone; Routine archwire inclusion with no endodontic monitoring; Interdisciplinary plan with stable healing, light or modified forces, and serial radiographs; Extraction because orthodontics is always contraindicated",S44; S86; S87; S88
VPT-001-Q1,VPT-001,Vital Pulp Therapy,Why consider vital pulp therapy instead of immediate pulpectomy/RCT?,short_answer,Name four requirements that make vital pulp therapy biologically plausible.,"Accurate diagnosis/case selection, rubber dam asepsis, hemostasis/disinfection, calcium silicate biomaterial, and immediate durable coronal seal.",,S6; S9; S10
VPT-001-Q2,VPT-001,Vital Pulp Therapy,Why consider vital pulp therapy instead of immediate pulpectomy/RCT?,multiple_choice,Which material class is most associated with contemporary VPT success?,Calcium silicate cement/MTA/bioceramic,Zinc phosphate cement; Calcium silicate cement/MTA/bioceramic; Eugenol temporary cement only; Gutta-percha alone,S6; S9; S10
PLAN-001-Q1,PLAN-001,Treatment Planning,Why use a formal case difficulty/referral assessment?,short_answer,Why can multiple moderate difficulty factors justify referral even if no single factor looks extreme?,Complexity is cumulative; multiple moderate risks can reduce predictability enough to make the case high difficulty relative to the operator's resources.,,S7; S9; S58; S59; S106; S107
PLAN-001-Q2,PLAN-001,Treatment Planning,Why use a formal case difficulty/referral assessment?,multiple_choice,Which factor belongs in endodontic case difficulty assessment?,"Medical history, anesthesia, anatomy, diagnosis, restorability, and operator resources","Only tooth number; Only patient age; Medical history, anesthesia, anatomy, diagnosis, restorability, and operator resources; Only canal length",S7; S9; S58; S59; S106; S107
